0.46134, 4.38377
0.79900, 4.38377
0.79900, 3.86677
0.79900, 3.85786
0.79900, 3.84894
0.79900, 3.84003
0.79900, 3.83111
0.79900, 3.82220
0.79900, 3.81329
0.79900, 3.80437
0.79900, 3.79546
0.79900, 3.78654
1.13666, 3.83111
1.13666, 3.82220
1.13666, 3.81329
1.13666, 3.80437
1.13666, 3.79546
1.13666, 3.78654
1.13666, 3.77763
1.47431, 3.80437
1.47431, 3.79546
1.47431, 3.78654
1.47431, 3.77763
1.47431, 3.76872
1.81197, 3.78654
1.81197, 3.77763
1.81197, 3.76872
1.81197, 3.75980
2.14963, 3.76872
2.14963, 3.75980
2.14963, 3.75089
2.48729, 3.75980
2.48729, 3.75089
2.48729, 3.74198
2.48729, 3.73306
2.82495, 3.74198
2.82495, 3.73306
2.82495, 3.72415
3.16261, 3.73306
3.16261, 3.72415
3.16261, 3.71523
3.50026, 3.72415
3.50026, 3.71523
3.50026, 3.70632
3.83792, 3.71523
3.83792, 3.70632
4.17558, 3.71523
4.17558, 3.70632
4.51324, 3.70632
4.51324, 3.69741
4.85090, 3.70632
4.85090, 3.69741
4.85090, 3.68849
5.18856, 3.69741
5.18856, 3.68849
5.18856, 3.67958
5.52621, 3.68849
5.52621, 3.67958
5.52621, 3.67066
5.86387, 3.67958
5.86387, 3.67066
6.20153, 3.67958
6.20153, 3.67066
6.20153, 3.66175
6.53919, 3.67066
6.53919, 3.66175
6.87685, 3.67066
6.87685, 3.66175
6.87685, 3.65284
7.21451, 3.66175
7.21451, 3.65284
7.55216, 3.66175
7.55216, 3.65284
7.55216, 3.64392
7.88982, 3.65284
7.88982, 3.64392
8.22748, 3.65284
8.22748, 3.64392
8.22748, 3.63501
8.56514, 3.64392
8.56514, 3.63501
8.90280, 3.64392
8.90280, 3.63501
8.90280, 3.62610
9.24046, 3.63501
9.24046, 3.62610
9.57812, 3.63501
9.57812, 3.62610
9.57812, 3.61718
9.91577, 3.62610
9.91577, 3.61718
10.25343, 3.62610
10.25343, 3.61718
10.59109, 3.62610
10.59109, 3.61718
10.92875, 3.62610
10.92875, 3.61718
11.26641, 3.61718
11.26641, 3.60827
11.60407, 3.61718
11.60407, 3.60827
11.60407, 3.59935
11.94172, 3.60827
11.94172, 3.59935
12.27938, 3.60827
12.27938, 3.59935
12.27938, 3.59044
12.61704, 3.60827
12.61704, 3.59935
12.61704, 3.59044
12.95470, 3.60827
12.95470, 3.59935
12.95470, 3.59044
13.29236, 3.60827
13.29236, 3.59935
13.29236, 3.59044
13.63002, 3.60827
13.63002, 3.59935
13.63002, 3.59044
13.96767, 3.60827
13.96767, 3.59935
13.96767, 3.59044
14.30533, 3.59935
14.30533, 3.59044
14.64299, 3.59935
14.64299, 3.59044
14.64299, 3.58153
14.98065, 3.59044
14.98065, 3.58153
15.31831, 3.59044
15.31831, 3.58153
15.65597, 3.59044
15.65597, 3.58153
15.99362, 3.59044
15.99362, 3.58153
15.99362, 3.57261
16.33128, 3.58153
16.33128, 3.57261
16.66894, 3.58153
16.66894, 3.57261
17.00660, 3.58153
17.00660, 3.57261
17.34426, 3.58153
17.34426, 3.57261
17.34426, 3.56370
17.68192, 3.57261
17.68192, 3.56370
18.01957, 3.57261
18.01957, 3.56370
18.01957, 3.55478
18.35723, 3.56370
18.35723, 3.55478
18.69489, 3.56370
18.69489, 3.55478
18.69489, 3.54587
19.03255, 3.56370
19.03255, 3.55478
19.03255, 3.54587
19.37021, 3.56370
19.37021, 3.55478
19.37021, 3.54587
19.70787, 3.56370
19.70787, 3.55478
19.70787, 3.54587
20.04553, 3.56370
20.04553, 3.55478
20.04553, 3.54587
20.38318, 3.55478
20.38318, 3.54587
20.38318, 3.53696
20.72084, 3.54587
20.72084, 3.53696
21.05850, 3.54587
21.05850, 3.53696
21.39616, 3.54587
21.39616, 3.53696
21.73382, 3.54587
21.73382, 3.53696
22.07148, 3.54587
22.07148, 3.53696
22.40913, 3.54587
22.40913, 3.53696
22.40913, 3.52804
22.74679, 3.53696
22.74679, 3.52804
23.08445, 3.53696
23.08445, 3.52804
23.42211, 3.53696
23.42211, 3.52804
23.75977, 3.53696
23.75977, 3.52804
24.09743, 3.53696
24.09743, 3.52804
24.09743, 3.51913
24.43508, 3.52804
24.43508, 3.51913
24.77274, 3.52804
24.77274, 3.51913
25.11040, 3.52804
25.11040, 3.51913
25.44806, 3.52804
25.44806, 3.51913
25.44806, 3.51022
25.78572, 3.51913
25.78572, 3.51022
26.12338, 3.51913
26.12338, 3.51022
26.12338, 3.50130
26.46103, 3.51913
26.46103, 3.51022
26.46103, 3.50130
26.79869, 3.51913
26.79869, 3.51022
26.79869, 3.50130
27.13635, 3.51913
27.13635, 3.51022
27.13635, 3.50130
27.47401, 3.51022
27.47401, 3.50130
27.47401, 3.49239
27.81167, 3.50130
27.81167, 3.49239
28.14933, 3.50130
28.14933, 3.49239
28.48699, 3.50130
28.48699, 3.49239
28.82464, 3.50130
28.82464, 3.49239
29.16230, 3.50130
29.16230, 3.49239
29.49996, 3.49239
29.49996, 3.48347
29.83762, 3.49239
29.83762, 3.48347
30.17528, 3.49239
30.17528, 3.48347
30.51294, 3.49239
30.51294, 3.48347
30.85059, 3.49239
30.85059, 3.48347
31.18825, 3.49239
31.18825, 3.48347
31.18825, 3.47456
31.52591, 3.48347
31.52591, 3.47456
31.86357, 3.48347
31.86357, 3.47456
32.20123, 3.48347
32.20123, 3.47456
32.53889, 3.48347
32.53889, 3.47456
32.87654, 3.47456
32.87654, 3.46565
33.21420, 3.47456
33.21420, 3.46565
33.21420, 3.45673
33.55186, 3.47456
33.55186, 3.46565
33.55186, 3.45673
33.88952, 3.47456
33.88952, 3.46565
33.88952, 3.45673
34.22718, 3.47456
34.22718, 3.46565
34.22718, 3.45673
34.56484, 3.47456
34.56484, 3.46565
34.56484, 3.45673
34.90249, 3.47456
34.90249, 3.46565
34.90249, 3.45673
35.24015, 3.46565
35.24015, 3.45673
35.57781, 3.46565
35.57781, 3.45673
35.57781, 3.44782
35.91547, 3.45673
35.91547, 3.44782
36.25313, 3.45673
36.25313, 3.44782
36.59079, 3.45673
36.59079, 3.44782
36.92845, 3.45673
36.92845, 3.44782
37.26610, 3.45673
37.26610, 3.44782
37.26610, 3.43890
37.60376, 3.44782
37.60376, 3.43890
37.94142, 3.44782
37.94142, 3.43890
38.27908, 3.44782
38.27908, 3.43890
38.61674, 3.44782
38.61674, 3.43890
38.95440, 3.44782
38.95440, 3.43890
39.29205, 3.44782
39.29205, 3.43890
39.29205, 3.42999
39.62971, 3.43890
39.62971, 3.42999
39.96737, 3.43890
39.96737, 3.42999
40.30503, 3.43890
40.30503, 3.42999
40.64269, 3.43890
40.64269, 3.42999
40.98035, 3.43890
40.98035, 3.42999
41.31800, 3.43890
41.31800, 3.42999
41.65566, 3.43890
41.65566, 3.42999
41.65566, 3.42108
41.99332, 3.42999
41.99332, 3.42108
42.33098, 3.42999
42.33098, 3.42108
42.33098, 3.41216
42.66864, 3.42999
42.66864, 3.42108
42.66864, 3.41216
43.00630, 3.42999
43.00630, 3.42108
43.00630, 3.41216
43.34395, 3.42108
43.34395, 3.41216
43.68161, 3.42108
43.68161, 3.41216
43.68161, 3.40325
44.01927, 3.41216
44.01927, 3.40325
44.35693, 3.41216
44.35693, 3.40325
44.69459, 3.41216
44.69459, 3.40325
45.03225, 3.41216
45.03225, 3.40325
45.36991, 3.41216
45.36991, 3.40325
45.70756, 3.41216
45.70756, 3.40325
46.04522, 3.41216
46.04522, 3.40325
46.38288, 3.41216
46.38288, 3.40325
46.72054, 3.41216
46.72054, 3.40325
47.05820, 3.41216
47.05820, 3.40325
47.39586, 3.41216
47.39586, 3.40325
47.39586, 3.39434
47.73351, 3.40325
47.73351, 3.39434
48.07117, 3.40325
48.07117, 3.39434
48.40883, 3.40325
48.40883, 3.39434
48.74649, 3.40325
48.74649, 3.39434
49.08415, 3.40325
49.08415, 3.39434
49.42181, 3.40325
49.42181, 3.39434
49.75946, 3.40325
49.75946, 3.39434
50.09712, 3.40325
50.09712, 3.39434
50.43478, 3.40325
50.43478, 3.39434
50.43478, 3.38542
50.77244, 3.39434
50.77244, 3.38542
51.11010, 3.39434
51.11010, 3.38542
51.44776, 3.39434
51.44776, 3.38542
51.78541, 3.39434
51.78541, 3.38542
52.12307, 3.39434
52.12307, 3.38542
52.46073, 3.39434
52.46073, 3.38542
52.79839, 3.39434
52.79839, 3.38542
53.13605, 3.39434
53.13605, 3.38542
53.47371, 3.39434
53.47371, 3.38542
53.81137, 3.39434
53.81137, 3.38542
54.14902, 3.39434
54.14902, 3.38542
54.14902, 3.37651
54.48668, 3.38542
54.48668, 3.37651
54.82434, 3.38542
54.82434, 3.37651
54.82434, 3.36759
55.16200, 3.38542
55.16200, 3.37651
55.16200, 3.36759
55.49966, 3.38542
55.49966, 3.37651
55.49966, 3.36759
55.83732, 3.38542
55.83732, 3.37651
55.83732, 3.36759
56.17497, 3.38542
56.17497, 3.37651
56.17497, 3.36759
56.51263, 3.38542
56.51263, 3.37651
56.51263, 3.36759
56.85029, 3.37651
56.85029, 3.36759
56.85029, 3.35868
57.18795, 3.37651
57.18795, 3.36759
57.18795, 3.35868
57.52561, 3.36759
57.52561, 3.35868
57.86327, 3.36759
57.86327, 3.35868
58.20092, 3.36759
58.20092, 3.35868
58.53858, 3.36759
58.53858, 3.35868
58.87624, 3.36759
58.87624, 3.35868
59.21390, 3.36759
59.21390, 3.35868
59.55156, 3.36759
59.55156, 3.35868
59.55156, 3.34977
59.88922, 3.35868
59.88922, 3.34977
60.22687, 3.35868
60.22687, 3.34977
60.56453, 3.35868
60.56453, 3.34977
60.90219, 3.35868
60.90219, 3.34977
61.23985, 3.35868
61.23985, 3.34977
61.57751, 3.35868
61.57751, 3.34977
61.91517, 3.35868
61.91517, 3.34977
62.25282, 3.35868
62.25282, 3.34977
62.59048, 3.35868
62.59048, 3.34977
62.92814, 3.35868
62.92814, 3.34977
63.26580, 3.35868
63.26580, 3.34977
63.26580, 3.34085
63.60346, 3.34977
63.60346, 3.34085
63.94112, 3.34977
63.94112, 3.34085
64.27878, 3.34977
64.27878, 3.34085
64.61643, 3.34977
64.61643, 3.34085
64.95409, 3.34977
64.95409, 3.34085
65.29175, 3.34977
65.29175, 3.34085
65.62941, 3.34977
65.62941, 3.34085
65.62941, 3.33194
65.96707, 3.34085
65.96707, 3.33194
66.30473, 3.34085
66.30473, 3.33194
66.30473, 3.32303
66.64238, 3.34085
66.64238, 3.33194
66.64238, 3.32303
66.98004, 3.34085
66.98004, 3.33194
66.98004, 3.32303
67.31770, 3.34085
67.31770, 3.33194
67.31770, 3.32303
67.65536, 3.34085
67.65536, 3.33194
67.65536, 3.32303
67.99302, 3.34085
67.99302, 3.33194
67.99302, 3.32303
68.33068, 3.33194
68.33068, 3.32303
68.33068, 3.31411
68.66833, 3.32303
68.66833, 3.31411
69.00599, 3.32303
69.00599, 3.31411
69.34365, 3.32303
69.34365, 3.31411
69.68131, 3.32303
69.68131, 3.31411
70.01897, 3.32303
70.01897, 3.31411
70.35663, 3.32303
70.35663, 3.31411
70.69428, 3.32303
70.69428, 3.31411
71.03194, 3.32303
71.03194, 3.31411
71.36960, 3.32303
71.36960, 3.31411
71.36960, 3.30520
71.70726, 3.31411
71.70726, 3.30520
72.04492, 3.31411
72.04492, 3.30520
72.38258, 3.31411
72.38258, 3.30520
72.72024, 3.31411
72.72024, 3.30520
72.72024, 3.29628
73.05789, 3.30520
73.05789, 3.29628
73.39555, 3.30520
73.39555, 3.29628
73.73321, 3.30520
73.73321, 3.29628
